id,pred,confidence,justification,type,index,text,label,len_text,machiavellian,narcissitic expressions,lack of professional decorum,lack of consideration,favoritism (discrimination),comments refusing responsibility,threatening statements
8d15abc7,None,93.12,This sentence does not contain any sign of destructive leadership.,None,956,"""\""For a copy of the oral version of his testimony and charts www.ase.orgpolicytestimonymarch.htm\""""",None,21,,,,,,,
b1c642a5,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1554,"""\""They met while they were both working on a project as lawyers in Buenos Aires.\""""",None,17,,,,,,,
5a389c92,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2026,"""\""Deliveries are expected to begin July with megawatts.\""""",None,10,,,,,,,
3a805e56,None,95.67,This sentence does not contain any sign of destructive leadership.,None,675,"""\""It would be helpful if you would consider sending a letter or email of introduction to the companies CEO and head of Human Resources in the near future.\""""",None,30,,,,,,,
97bd958e,None,95.67,This sentence does not contain any sign of destructive leadership.,None,726,"""\""Original Message From La rose Simone Sent Tuesday April PM\""""",None,12,,,,,,,
e8ecc9159f95,None,92.67,This sentence does not contain any sign of destructive leadership.,None,230,"""\""It's a hell of a mess but to be fair the same problems exist in the States it's just that I've never owned a home before\""""",DLB,34,0.0,0.0,1.0,0.0,0.0,0.0,0.0
d33e16153543,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],425,"""\""she told me you said \\\""what are you looking at bitch\""""",DLB,14,0.0,0.0,1.0,1.0,0.0,0.0,1.0
040cd486,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1804,"""\""Reverting to you after some delay Ana\""""",None,9,,,,,,,
b2466325,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1927,"""\""What specific details is SDGE referring to in its Complaint on unworkably competitive CA ISO markets Can these be fixed quickly Please add other questions.\""""",None,27,,,,,,,
ffcec29b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2015,"""\""Clayton SeigleHOUECTECT cc Subject Pipeline safety legislation update Since the defeat of the Senate pipeline safety legislation earlier this week in the House we have been working on strategies related to action that could occur before the end of the congressional session.\""""",None,44,,,,,,,
fbdb93a2,None,97.23,This sentence does not contain any sign of destructive leadership.,None,1060,"""\""Keep up the good work.\""""",None,7,,,,,,,
6ee810b8,None,93.12,This sentence does not contain any sign of destructive leadership.,None,89,"""\""Please feel free to pass it along for comments to the usual crew at Enron.\""""",None,17,,,,,,,
23deaab8,None,95.12,This sentence does not contain any sign of destructive leadership.,None,193,"""\""Defending America A Plan for a Limited National Missile Defense Policy Brief no. by James Lindsay and Michael OHanlon Feb.\""""",None,23,,,,,,,
f9aa6d72,None,95.67,This sentence does not contain any sign of destructive leadership.,None,643,"""\""If a call is preferred Valerie Petersen will contact your office to set it up.\""""",None,17,,,,,,,
571875ba,None,95.67,This sentence does not contain any sign of destructive leadership.,None,576,"""\""Good luck with your venture Yelba and welcome back to Houston.\""""",None,13,,,,,,,
4c42e8e3,None,93.12,This sentence does not contain any sign of destructive leadership.,None,452,"""\""This will depend upon the degree to which foreign investment can be attracted.\""""",None,15,,,,,,,
618e3325,None,93.12,This sentence does not contain any sign of destructive leadership.,None,334,"""\""Mr. Lay may have spoken to you about NewPowers desire to be the premier energy provider to Enron employees.\""""",None,22,,,,,,,
421907ec,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],899,"""\""Artie Wallace Elvis Grumbles Glass Chuckles J. Miller Shack Space hes bringing all of Elzies living relatives Hutch Fullerton Coburn Jansson hes bringing all of Mom Pinchbecks living relatives Rossell and Carl Hohl he thinks...not sure because he never was.\""""",None,45,,,,,,,
8c114e45,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1100,"""\""Please complete the attached registration form and return it via email to Kathy Nethercutt knethercutthoustontech.org or you may fax it to .\""""",None,25,,,,,,,
d9afc264,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1233,"""\""Would you please let me know if this is acceptable to you.\""""",None,14,,,,,,,
69d2bacb,None,95.67,This sentence does not contain any sign of destructive leadership.,None,395,"""\""SRS Matthew ScrimshawECT AM To Jeff SkillingCorpEnronENRON cc Subject Re UK CEOs Sherri Let me have Jeffs preferred September dates and Ill make sure we get one of them fixed.\""""",None,32,,,,,,,
12b08931,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2296,"""\""You may either email me or call me on .\""""",None,11,,,,,,,
46d1d273504d,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],196,"""\""Avoid CRACK WHORES at all cost\""""",DLB,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
916c646e,None,93.12,This sentence does not contain any sign of destructive leadership.,None,34,"""\""I do know some people at this firm if I can be of any assistance.\""""",None,17,,,,,,,
28396b63,None,92.56,This sentence does not contain any sign of destructive leadership.,None,1533,"""\""The fact that Enron is already there along with most other lucrative international markets must certainly be appealing to Eni.\""""",None,22,,,,,,,
c4a304f979b0,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],321,"""\""Management Lesson: You don't need brains to be a Boss - any asshole will do.\""""",DLB,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0
471d30d5,None,92.56,This sentence does not contain any sign of destructive leadership.,None,1512,"""\""Strange being in the middle of it all with limited ability to communicate.\""""",None,15,,,,,,,
7f827637,None,95.67,This sentence does not contain any sign of destructive leadership.,None,519,"""\""As a way to introduce our innovative news service you can view your news text transcripts for free.\""""",None,20,,,,,,,
824a8adeaa65,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],52,"""\""Probably, you little slut.\""""",DLB,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0
433240dc0276,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],152,"""\""Another popular myth is that French men are the best lovers, when actually it is the men of Jewish descent\""""",DLB,23,0.0,0.0,1.0,1.0,0.0,0.0,0.0
6d94e815,None,95.67,This sentence does not contain any sign of destructive leadership.,None,786,"""\""Thank you for your patience.\""""",None,7,,,,,,,
d512f26d98ff,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],244,"""\""that shit is fucking funny, I got one from the Chris Rock show for you\""""",DLB,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0
cade9f97,None,95.67,This sentence does not contain any sign of destructive leadership.,None,881,"""\""A copy of the program is attached.\""""",None,9,,,,,,,
19c02e203a72,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],229,"""\""Yes, Elvis is still alive and reading these pussy-ass messages\""""",DLB,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0
c80cead8,None,95.67,This sentence does not contain any sign of destructive leadership.,None,833,"""\""Though my schedule is pretty hectic right now with travel etc.\""""",None,13,,,,,,,
e2a3c0b3,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1266,"""\""As you recall we deferred a decision on his option grant in December pending a decision on his status.\""""",None,21,,,,,,,
0f11926b,None,95.67,This sentence does not contain any sign of destructive leadership.,None,842,"""\""Wade please send the summary to Jeff as he will be unable to participate in the call.\""""",None,19,,,,,,,
ab452048,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1013,"""\""I will serve as the Managing General Partner of the fund.\""""",None,13,,,,,,,
0e5ae7ca1cf2,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],384,"""\""A Son of a Bitch fish.\""""",DLB,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8499aa3bbb2c,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],254,"""\""Ok, so I'm an asshole\""""",DLB,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0d793dd6,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1466,"""\""Please let Lety Smith who is my administrative support ext know if Mr. Lay will need it sooner.\""""",None,21,,,,,,,
ea2ece0e9e28,DLB,95.67,This sentence contains Comments Refusing Responsibility,['Comments Refusing Responsibility'],21,"""\""They played me Mr. Euell complains blaming Enron for the missed deadlines.\""""",DLB,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0
da87e58acaa2,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],209,"""\""Biggest Pussy I've ever seen\""""",DLB,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0
732152a9,None,93.12,This sentence does not contain any sign of destructive leadership.,None,273,"""\""If you are not comfortable with this just let me know\""""",None,13,,,,,,,
b696bc10,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1131,"""\""Should I wait to hear from you Please advise.\""""",None,11,,,,,,,
b73df088,None,95.12,This sentence does not contain any sign of destructive leadership.,None,1856,"""\""The location is in River Oaks at Del Monte the corner of Del Monte and Kirby.\""""",None,18,,,,,,,
8e9c8168,None,95.67,This sentence does not contain any sign of destructive leadership.,None,955,"""\""Following please find the Daily EnronOnline Executive Summary.\""""",None,10,,,,,,,
e9ce86ce,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2017,"""\""Competitive bidding process for default service customers at end of year for remainder of transition period. .\""""",None,19,,,,,,,
5b064859,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1853,"""\""The increased property taxes and other benefits of a more dynamic downtown will repay the citys investment many times over.\""""",None,22,,,,,,,
41b02ce7,None,95.67,This sentence does not contain any sign of destructive leadership.,None,877,"""\""You will receive a detailed agenda prior to the meeting.\""""",None,12,,,,,,,
4b26088f,None,95.12,This sentence does not contain any sign of destructive leadership.,None,0,"""\""As Art mentioned since the time we have started working with you we have made frequent references to our operating teams about Enrons accomplishments in the areas of customer excellence and employee satisfaction.\""""",None,35,,,,,,,
b5bb0192,None,93.12,This sentence does not contain any sign of destructive leadership.,None,917,"""\""but I wanted to let you know also.\""""",None,10,,,,,,,
757468bb,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1632,"""\""Because of that divesture much of Californias power is controlled by outofstate generators and their trading subsidiaries or by independent brokers such as Enron the countrys biggest electricity marketer.\""""",None,31,,,,,,,
